ที่,ประเภท อปท.,ชื่อ,ตำบล,อำเภอ,จังหวัด,ป่าสงวนฯ,ปีที่ถ่ายโอนภารกิจ,พื้นที่รับผิดชอบ,ชื่อหน่วยงาน,lat,long,พื้นที่เสี่ยง,บันทึกกรมป่าไม้,บันทึกกรมอุทยาน,แผนที่
1698,องค์การบริหารส่วนตำบล,ละอุ่นเหนือ,ละอุ่นเหนือ,ละอุ่น,ระนอง,"13,886.24",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลละอุ่นเหนือ,10.0848865,98.7844298,0,,,
1699,เทศบาลตำบล,กำพวน,กำพวน,สุขสำราญ,ระนอง,"5,835.26",2555,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลกำพวน,9.378654756,98.42113853,0,,,
1700,องค์การบริหารส่วนตำบล,นาคา,นาคา,สุขสำราญ,ระนอง,"16,306.88",2555,สจป.11 สุราษฎร์ธานี,องค์การบริหารส่วนตำบลนาคา,9.432212854,98.46776605,0,,,
1701,องค์การบริหารส่วนตำบล,กระแสบน,กระแสบน,แกลง,ระยอง,"16,004.07",2548,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลกระแสบน,12.84658416,101.6208315,25,,https://drive.google.com/file/d/1H0e04iky6iWPc1oUf-H8rvjiO4B6NigB/view?usp=drive_link,https://drive.google.com/file/d/1slJt1l4I4xlH1VMpkK-yG8g_iuPY6A8-/view?usp=drive_link
1702,องค์การบริหารส่วนตำบล,กองดิน,กองดิน,แกลง,ระยอง,"12,341.94",2555,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลกองดิน,12.7894053,101.7718047,25,https://drive.google.com/file/d/1f_BLs1sqT2epEehksKBymfybfVm1BXp2/view?usp=drive_link,,
1703,องค์การบริหารส่วนตำบล,ทุ่งควายกิน,ทุ่งควายกิน,แกลง,ระยอง,"3,323.05",2555,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลทุ่งควายกิน,12.80531307,101.7262234,20,https://drive.google.com/file/d/1MeXpGgJVwAgaE-IXj8Pg5yFHPxK7OkBq/view?usp=drive_link,,
1704,เทศบาลตำบล,เนินฆ้อ,เนินฆ้อ,แกลง,ระยอง,3.7,2548,สจป.9 ชลบุรี,เทศบาลตำบลเนินฆ้อ,12.71095546,101.646459,0,,https://drive.google.com/file/d/1jSm_8ip3iaS5rGJOThJlRDfcx-eLlrUl/view?usp=drive_link,https://drive.google.com/file/d/15HNXApeUbrmtOrP03LjMfyJtuzNkuF-P/view?usp=drive_link
1705,เทศบาลตำบล,ปากน้ำประแส,ปากน้ำประแส,แกลง,ระยอง,1.65,2548,สจป.9 ชลบุรี,เทศบาลตำบลปากน้ำประแส,12.7098026,101.7099652,0,,https://drive.google.com/file/d/1-rEFsvEeoRyotnjQlM5p1nv8nw_UVi_O/view?usp=drive_link,https://drive.google.com/file/d/1KVc0U0YH33MMUp9USakAW740Cv_BsNss/view?usp=drive_link
1706,เทศบาลตำบล,สองสลึง,สองสลึง,แกลง,ระยอง,"1,899.88",2555,สจป.9 ชลบุรี,เทศบาลตำบลสองสลึง,12.74297469,101.5624559,20,https://drive.google.com/file/d/1_FlEDBFaJ7-IhpZs2w7UHoQLAZKDzH1Y/view?usp=drive_link,,
1707,องค์การบริหารส่วนตำบล,เขาน้อย,เขาน้อย,เขาชะเมา,ระยอง,"3,690.96",2567,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลเขาน้อย,13.0876354,101.5997059,25,https://drive.google.com/file/d/1V1g9_R0kja-syZgIwDmy8I6DBE3IyD_m/view?usp=drive_link,,
1708,เทศบาลตำบล,ชำฆ้อ,ชำฆ้อ,เขาชะเมา,ระยอง,"1,328.72",2567,สจป.9 ชลบุรี,เทศบาลตำบลชำฆ้อ,12.92551548,101.6723835,25,https://drive.google.com/file/d/1WfAtaVOATBnGCNvtMU5mE-mLV9VDllcW/view?usp=drive_link,,
1709,องค์การบริหารส่วนตำบล,น้ำเป็น,น้ำเป็น,เขาชะเมา,ระยอง,"1,536.06",2567,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลน้ำเป็น,12.86004618,101.7381835,25,https://drive.google.com/file/d/13EtezrLUdfRbIlWcEOUtNeLzyetRHE3n/view?usp=drive_link,,
1710,องค์การบริหารส่วนตำบล,เขาชะเมา,ห้วยทับมอญ,เขาชะเมา,ระยอง,"9,250.63",2567,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลเขาชะเมา,12.98613927,101.6725174,25,https://drive.google.com/file/d/1Sk-5FNpno4ePgjNCwmyXizOcYv41IDgs/view?usp=drive_link,,
1711,เทศบาลตำบล,ชากบก,ชากบก,บ้านค่าย,ระยอง,261.88,2548,สจป.9 ชลบุรี,เทศบาลตำบลชากบก,12.78865473,101.3423281,20,,https://drive.google.com/file/d/1DvceVjBMaFnLMYctWrh0PDsSE_L6kt2a/view?usp=drive_link,https://drive.google.com/file/d/1XcZ9wHjO7-K5xeTwZ4QDVG12unzuIUl7/view?usp=drive_link
1712,เทศบาลตำบล,หนองบัว,หนองบัว,บ้านค่าย,ระยอง,"3,214.30",2548,สจป.9 ชลบุรี,เทศบาลตำบลหนองบัว,12.8449076,101.3118694,20,,https://drive.google.com/file/d/16jGO0d45pLY7_HKqjYUPx71q34sMLftN/view?usp=drive_link,https://drive.google.com/file/d/16qG4QxFcof0V7NWqhZaHwo-s1YeOpmID/view?usp=drive_link
1713,เทศบาลตำบล,บ้านฉาง,บ้านฉาง,บ้านฉาง,ระยอง,"8,431.26",2555,สจป.9 ชลบุรี,เทศบาลตำบลบ้านฉาง,12.7208581,101.0667789,25,https://drive.google.com/file/d/1cSkCMz_f1-szMRbJDwX7Vl0vkkwZD9n1/view?usp=drive_link,,
1714,เทศบาลตำบล,พลา,พลา,บ้านฉาง,ระยอง,695.16,2555,สจป.9 ชลบุรี,เทศบาลตำบลพลา,12.665092,101.034705,20,https://drive.google.com/file/d/1F13801vSsJ74QQ3D3z3yMS7pskHnyHJq/view?usp=drive_link,,
1715,เทศบาลตำบล,ชากหมาก,สำนักท้อน,บ้านฉาง,ระยอง,106.75,2548,สจป.9 ชลบุรี,เทศบาลตำบลชากหมาก,12.7694116,101.0195648,25,,https://drive.google.com/file/d/167Pn0Ze4fSlGGg95simVZjh9ECEuiNhv/view?usp=drive_link,https://drive.google.com/file/d/1QUK-FeJZf81lkNK5BbsCSynOCVqnvfSV/view?usp=drive_link
1716,องค์การบริหารส่วนตำบล,กะเฉด,กะเฉด,เมืองระยอง,ระยอง,"2,013.91",2555,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลกะเฉด,12.71963237,101.4896446,20,https://drive.google.com/file/d/1xuFCp6hVxen_9iPjqc4XpXzslrVcmXNH/view?usp=drive_link,,
1717,องค์การบริหารส่วนตำบล,แกลง,แกลง,เมืองระยอง,ระยอง,"2,809.52",2548,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลแกลง,12.6435991,101.4833148,20,,https://drive.google.com/file/d/1_veHOi4lPyVxmPLIlPFr18mkVSqQSpch/view?usp=drive_link,https://drive.google.com/file/d/1yAuaP2L4vkKp9Q1MVFCzmu380rVCr-NH/view?usp=drive_link
1718,องค์การบริหารส่วนตำบล,ตะพง,ตะพง,เมืองระยอง,ระยอง,"4,467.74",2555,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลตะพง,12.65759994,101.3724876,20,https://drive.google.com/file/d/1uhI0ZLmxLvJpZ9ovarHnit7KOACiug7N/view?usp=drive_link,,
1719,เทศบาลตำบล,นาตาขวัญ,นาตาขวัญ,เมืองระยอง,ระยอง,"1,984.72",2548,สจป.9 ชลบุรี,เทศบาลตำบลนาตาขวัญ,12.718319,101.338054,20,,https://drive.google.com/file/d/12n8Wb61-RdZuqNBriQZCnRU60-Klr2ym/view?usp=drive_link,https://drive.google.com/file/d/19Zayn0Zpjpo4E-0pYJWn4Dw3bdq1Zr4s/view?usp=drive_link
1720,เทศบาลเมือง,เนินพระ,เนินพระ,เมืองระยอง,ระยอง,508.49,2555,สจป.9 ชลบุรี,เทศบาลเมืองเนินพระ,12.6830469,101.2119241,20,https://drive.google.com/file/d/1Cv83hbrB8RAO7Fxr8LJ-XQVW9TeM_RZ-/view?usp=drive_link,,
1721,องค์การบริหารส่วนตำบล,บ้านแลง,บ้านแลง,เมืองระยอง,ระยอง,"3,103.15",2555,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลบ้านแลง,12.6997187,101.3351474,20,https://drive.google.com/file/d/1aMs3vnzmhWM4m1_7H54RjG56LL-PQOBs/view?usp=drive_link,,
1722,องค์การบริหารส่วนตำบล,เพ,เพ,เมืองระยอง,ระยอง,"1,903.48",2548,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลเพ,12.64677024,101.4296264,20,,https://drive.google.com/file/d/1QBZ7VGbP9fp6nESIoHPrwUE1lF140mf6/view?usp=drive_link,https://drive.google.com/file/d/15_FnkZIJIRdcXXuC3Hf00DBt7PRs1Yas/view?usp=drive_link
1723,เทศบาลนคร,มาบตาพุด,มาบตาพุด,เมืองระยอง,ระยอง,"5,537.84",2555,สจป.9 ชลบุรี,เทศบาลนครมาบตาพุด,12.72513719,101.1266479,25,https://drive.google.com/file/d/1-Had5x9merPek6gKEupchZt9pxXvaPEa/view?usp=drive_link,,
1724,องค์การบริหารส่วนตำบล,สำนักทอง,สำนักทอง,เมืองระยอง,ระยอง,"10,466.00",2555,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลสำนักทอง,12.76675956,101.484248,25,https://drive.google.com/file/d/1ZuH71ItkCcQlqrR5VTsuh1kmR_-8pTkZ/view?usp=drive_link,,
1725,องค์การบริหารส่วนตำบล,ชุมแสง,ชุมแสง,วังจันทร์,ระยอง,"22,708.26",2548,สจป.9 ชลบุรี,องค์การบริหารส่วนตำบลชุมแสง,12.938872,101.5278211,25,,https://drive.google.com/file/d/1wtunwJn-sPnKx0W4rUFxFaou0Ud0fDnD/view?usp=drive_link,https://drive.google.com/file/d/1-BwcvgLOvNj9qtFOjU6GoQ7FIUrSsHLp/view?usp=drive_link
1726,องค์การบริหารส่วนตำบล,แก้มอ้น,แก้มอ้น,จอมบึง,ราชบุรี,"9,418.71",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลแก้มอ้น,13.75272467,99.43011478,25,,https://drive.google.com/file/d/1lfWT4RZVnSazxCGSTmuMMBgWDa4d7fEO/view?usp=drive_link,https://drive.google.com/file/d/1P09SxLw3QPIXLAgnDD3HjVnlBD-AoVXH/view?usp=drive_link
1727,เทศบาลเมือง,จอมพล,จอมบึง,จอมบึง,ราชบุรี,"6,147.00",2568,สจป.10 ราชบุรี,เทศบาลเมืองจอมพล,13.6306226,99.6042578,25,https://drive.google.com/file/d/1KSQEVMdMJ8oz_gGcvYNIgvug5RshxrXT/view?usp=drive_link,https://drive.google.com/file/d/1wXQpjJK0okSwXlUGyl7h_1aH3BuTq-Ry/view?usp=drive_link,https://drive.google.com/file/d/17HozgRfaZZRzI5_IJc1hnVxFLWXLW3pB/view?usp=drive_link
1728,องค์การบริหารส่วนตำบล,ด่านทับตะโก,ด่านทับตะโก,จอมบึง,ราชบุรี,"14,814.58",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลด่านทับตะโก,13.6839035,99.4548745,25,,https://drive.google.com/file/d/1VvZCMR1EY2tCBHmvL0MmLeJW5QM7GLzi/view?usp=drive_link,https://drive.google.com/file/d/13yvpuQkxxDdyC7DS3iRtrdp5Ug2mypRV/view?usp=drive_link
1729,องค์การบริหารส่วนตำบล,เบิกไพร,เบิกไพร,จอมบึง,ราชบุรี,"3,336.92",2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลเบิกไพร,13.6489384,99.5272738,25,,https://drive.google.com/file/d/1sq47uinRC9aK-cn5B6bR4X0PC4-E49Ts/view?usp=drive_link,https://drive.google.com/file/d/1G2y7aqx4JzkyYvFE1-c1ak2C6e6HQN8E/view?usp=drive_link
1730,องค์การบริหารส่วนตำบล,ปากช่อง,ปากช่อง,จอมบึง,ราชบุรี,949.46,2548,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลปากช่อง,13.6434531,99.6854684,25,,https://drive.google.com/file/d/1asgUfCUO85UmZNIyS-4U2icj38d8S8sY/view?usp=drive_link,https://drive.google.com/file/d/18lOkyG_M0cMtJv2kf61eh30-kOcEtqyf/view?usp=drive_link
